Date,Price,USD / MYR Price
12/29/1978,226.00,#N/A
1/1/1979,226.00,#N/A
1/2/1979,226.80,#N/A
1/3/1979,218.60,#N/A
1/4/1979,223.20,#N/A
1/5/1979,225.50,#N/A
1/8/1979,223.10,#N/A
1/9/1979,224.00,#N/A
1/10/1979,220.70,#N/A
1/11/1979,220.70,#N/A
1/12/1979,217.60,#N/A
1/15/1979,216.90,#N/A
1/16/1979,220.70,#N/A
1/17/1979,227.30,#N/A
1/18/1979,231.80,#N/A
1/19/1979,230.60,#N/A
1/22/1979,235.00,#N/A
1/23/1979,230.00,#N/A
1/24/1979,236.10,#N/A
1/25/1979,233.90,#N/A
1/26/1979,235.50,#N/A
1/29/1979,235.20,#N/A
1/30/1979,233.50,#N/A
1/31/1979,233.70,#N/A
2/1/1979,229.40,#N/A
2/2/1979,230.30,#N/A
2/5/1979,243.10,#N/A
2/6/1979,244.50,#N/A
2/7/1979,251.60,#N/A
2/8/1979,250.50,#N/A
2/9/1979,246.80,#N/A
2/12/1979,244.30,#N/A
2/13/1979,240.60,#N/A
2/14/1979,240.70,#N/A
2/15/1979,247.80,#N/A
2/16/1979,247.10,#N/A
2/19/1979,248.10,#N/A
2/20/1979,247.00,#N/A
2/21/1979,250.80,#N/A
2/22/1979,252.40,#N/A
2/23/1979,251.00,#N/A
2/26/1979,248.60,#N/A
2/27/1979,247.90,#N/A
2/28/1979,251.30,#N/A
3/1/1979,248.80,#N/A
3/2/1979,248.00,#N/A
3/5/1979,238.20,#N/A
3/6/1979,239.80,#N/A
3/7/1979,242.30,#N/A
3/8/1979,239.20,#N/A
3/9/1979,241.00,#N/A
3/12/1979,240.00,#N/A
3/13/1979,239.10,#N/A
3/14/1979,239.50,#N/A
3/15/1979,240.10,#N/A
3/16/1979,244.00,#N/A
3/19/1979,242.30,#N/A
3/20/1979,242.10,#N/A
3/21/1979,239.90,#N/A
3/22/1979,242.90,#N/A
3/23/1979,242.50,#N/A
3/26/1979,245.30,#N/A
3/27/1979,244.40,#N/A
3/28/1979,244.40,#N/A
3/29/1979,241.50,#N/A
3/30/1979,240.10,#N/A
4/2/1979,239.70,#N/A
4/3/1979,240.00,#N/A
4/4/1979,239.80,#N/A
4/5/1979,240.70,#N/A
4/6/1979,239.80,#N/A
4/9/1979,240.20,#N/A
4/10/1979,239.80,#N/A
4/11/1979,238.40,#N/A
4/12/1979,234.00,#N/A
4/13/1979,234.00,#N/A
4/16/1979,234.00,#N/A
4/17/1979,231.90,#N/A
4/18/1979,233.20,#N/A
4/19/1979,240.90,#N/A
4/20/1979,236.40,#N/A
4/23/1979,236.90,#N/A
4/24/1979,239.70,#N/A
4/25/1979,241.80,#N/A
4/26/1979,242.20,#N/A
4/27/1979,243.70,#N/A
4/30/1979,245.30,#N/A
5/1/1979,247.30,#N/A
5/2/1979,246.30,#N/A
5/3/1979,246.50,#N/A
5/4/1979,248.50,#N/A
5/7/1979,248.50,#N/A
5/8/1979,249.00,#N/A
5/9/1979,248.00,#N/A
5/10/1979,252.30,#N/A
5/11/1979,251.50,#N/A
5/14/1979,251.00,#N/A
5/15/1979,255.50,#N/A
5/16/1979,256.50,#N/A
5/17/1979,256.80,#N/A
5/18/1979,256.40,#N/A
5/21/1979,262.00,#N/A
5/22/1979,265.40,#N/A
5/23/1979,264.20,#N/A
5/24/1979,263.80,#N/A
5/25/1979,270.60,#N/A
5/28/1979,270.60,#N/A
5/29/1979,273.80,#N/A
5/30/1979,270.30,#N/A
5/31/1979,274.60,#N/A
6/1/1979,275.10,#N/A
6/4/1979,272.90,#N/A
6/5/1979,274.80,#N/A
6/6/1979,280.00,#N/A
6/7/1979,276.10,#N/A
6/8/1979,280.00,#N/A
6/11/1979,282.40,#N/A
6/12/1979,277.80,#N/A
6/13/1979,276.60,#N/A
6/14/1979,279.00,#N/A
6/15/1979,280.00,#N/A
6/18/1979,278.00,#N/A
6/19/1979,280.30,#N/A
6/20/1979,281.40,#N/A
6/21/1979,282.30,#N/A
6/22/1979,283.50,#N/A
6/25/1979,283.90,#N/A
6/26/1979,281.50,#N/A
6/27/1979,281.80,#N/A
6/28/1979,275.90,#N/A
6/29/1979,277.50,#N/A
7/2/1979,282.50,#N/A
7/3/1979,281.40,#N/A
7/4/1979,283.50,#N/A
7/5/1979,288.30,#N/A
7/6/1979,290.30,#N/A
7/9/1979,287.90,#N/A
7/10/1979,290.50,#N/A
7/11/1979,290.30,#N/A
7/12/1979,290.80,#N/A
7/13/1979,287.50,#N/A
7/16/1979,292.80,#N/A
7/17/1979,296.30,#N/A
7/18/1979,302.20,#N/A
7/19/1979,299.20,#N/A
7/20/1979,298.80,#N/A
7/23/1979,304.90,#N/A
7/24/1979,305.30,#N/A
7/25/1979,303.40,#N/A
7/26/1979,305.20,#N/A
7/27/1979,305.80,#N/A
7/30/1979,301.40,#N/A
7/31/1979,296.50,#N/A
8/1/1979,290.10,#N/A
8/2/1979,291.50,#N/A
8/3/1979,286.50,#N/A
8/6/1979,282.70,#N/A
8/7/1979,285.10,#N/A
8/8/1979,289.00,#N/A
8/9/1979,297.10,#N/A
8/10/1979,303.80,#N/A
8/13/1979,298.80,#N/A
8/14/1979,292.00,#N/A
8/15/1979,301.90,#N/A
8/16/1979,297.90,#N/A
8/17/1979,300.60,#N/A
8/20/1979,298.80,#N/A
8/21/1979,300.50,#N/A
8/22/1979,311.00,#N/A
8/23/1979,310.10,#N/A
8/24/1979,314.80,#N/A
8/27/1979,314.80,#N/A
8/28/1979,316.80,#N/A
8/29/1979,315.20,#N/A
8/30/1979,319.20,#N/A
8/31/1979,315.10,#N/A
9/3/1979,322.90,#N/A
9/4/1979,325.00,#N/A
9/5/1979,329.00,#N/A
9/6/1979,335.50,#N/A
9/7/1979,329.20,#N/A
9/10/1979,336.30,#N/A
9/11/1979,339.50,#N/A
9/12/1979,337.10,#N/A
9/13/1979,333.00,#N/A
9/14/1979,345.80,#N/A
9/17/1979,351.80,#N/A
9/18/1979,375.80,#N/A
9/19/1979,369.00,#N/A
9/20/1979,380.00,#N/A
9/21/1979,369.00,#N/A
9/24/1979,380.40,#N/A
9/25/1979,376.70,#N/A
9/26/1979,373.80,#N/A
9/27/1979,395.50,#N/A
9/28/1979,397.30,#N/A
10/1/1979,414.80,#N/A
10/2/1979,426.00,#N/A
10/3/1979,402.00,#N/A
10/4/1979,384.00,#N/A
10/5/1979,385.00,#N/A
10/8/1979,372.00,#N/A
10/9/1979,385.80,#N/A
10/10/1979,413.00,#N/A
10/11/1979,401.50,#N/A
10/12/1979,395.00,#N/A
10/15/1979,402.90,#N/A
10/16/1979,394.30,#N/A
10/17/1979,386.00,#N/A
10/18/1979,380.50,#N/A
10/19/1979,393.00,#N/A
10/22/1979,392.00,#N/A
10/23/1979,385.00,#N/A
10/24/1979,395.00,#N/A
10/25/1979,391.80,#N/A
10/26/1979,375.00,#N/A
10/29/1979,374.00,#N/A
10/30/1979,377.60,#N/A
10/31/1979,382.00,#N/A
11/1/1979,378.50,#N/A
11/2/1979,372.80,#N/A
11/5/1979,381.00,#N/A
11/6/1979,384.30,#N/A
11/7/1979,395.00,#N/A
11/8/1979,389.50,#N/A
11/9/1979,389.50,#N/A
11/12/1979,393.30,#N/A
11/13/1979,387.20,#N/A
11/14/1979,390.00,#N/A
11/15/1979,386.00,#N/A
11/16/1979,390.40,#N/A
11/19/1979,389.90,#N/A
11/20/1979,387.80,#N/A
11/21/1979,396.20,#N/A
11/22/1979,393.20,#N/A
11/23/1979,392.00,#N/A
11/26/1979,395.30,#N/A
11/27/1979,393.80,#N/A
11/28/1979,411.20,#N/A
11/29/1979,411.70,#N/A
11/30/1979,415.70,#N/A
12/3/1979,428.80,#N/A
12/4/1979,431.20,#N/A
12/5/1979,426.40,#N/A
12/6/1979,433.80,#N/A
12/7/1979,430.40,#N/A
12/10/1979,431.20,#N/A
12/11/1979,445.50,#N/A
12/12/1979,446.30,#N/A
12/13/1979,458.80,#N/A
12/14/1979,456.80,#N/A
12/17/1979,469.50,#N/A
12/18/1979,477.80,#N/A
12/19/1979,488.50,#N/A
12/20/1979,471.50,#N/A
12/21/1979,473.10,#N/A
12/24/1979,473.10,#N/A
12/25/1979,473.10,#N/A
12/26/1979,473.10,#N/A
12/27/1979,473.10,#N/A
12/28/1979,512.00,#N/A
12/31/1979,512.00,#N/A
1/1/1980,512.00,#N/A
1/2/1980,559.50,#N/A
1/3/1980,634.00,#N/A
1/4/1980,588.00,#N/A
1/7/1980,633.50,#N/A
1/8/1980,610.00,#N/A
1/9/1980,607.20,#N/A
1/10/1980,602.90,#N/A
1/11/1980,623.00,#N/A
1/14/1980,660.00,#N/A
1/15/1980,684.00,#N/A
1/16/1980,760.00,#N/A
1/17/1980,750.00,#N/A
1/18/1980,835.00,#N/A
1/21/1980,850.00,#N/A
1/22/1980,737.50,#N/A
1/23/1980,695.00,#N/A
1/24/1980,717.00,#N/A
1/25/1980,668.00,#N/A
1/28/1980,624.00,#N/A
1/29/1980,674.30,#N/A
1/30/1980,691.00,#N/A
1/31/1980,653.00,#N/A
2/1/1980,676.50,#N/A
2/4/1980,669.80,#N/A
2/5/1980,682.00,#N/A
2/6/1980,709.00,#N/A
2/7/1980,699.30,#N/A
2/8/1980,692.00,#N/A
2/11/1980,710.50,#N/A
2/12/1980,694.50,#N/A
2/13/1980,696.80,#N/A
2/14/1980,682.00,#N/A
2/15/1980,667.00,#N/A
2/18/1980,661.50,#N/A
2/19/1980,652.30,#N/A
2/20/1980,606.00,#N/A
2/21/1980,665.00,#N/A
2/22/1980,630.00,#N/A
2/25/1980,616.50,#N/A
2/26/1980,642.30,#N/A
2/27/1980,636.00,#N/A
2/28/1980,646.00,#N/A
2/29/1980,637.00,#N/A
3/3/1980,633.80,#N/A
3/4/1980,631.30,#N/A
3/5/1980,643.50,#N/A
3/6/1980,626.00,#N/A
3/7/1980,609.00,#N/A
3/10/1980,585.00,#N/A
3/11/1980,570.30,#N/A
3/12/1980,585.70,#N/A
3/13/1980,556.50,#N/A
3/14/1980,523.00,#N/A
3/17/1980,484.00,#N/A
3/18/1980,481.50,#N/A
3/19/1980,527.00,#N/A
3/20/1980,561.00,#N/A
3/21/1980,525.00,#N/A
3/24/1980,558.30,#N/A
3/25/1980,547.30,#N/A
3/26/1980,507.50,#N/A
3/27/1980,485.30,#N/A
3/28/1980,490.00,#N/A
3/31/1980,494.50,#N/A
4/1/1980,509.50,#N/A
4/2/1980,500.50,#N/A
4/3/1980,485.80,#N/A
4/4/1980,485.80,#N/A
4/7/1980,485.80,#N/A
4/8/1980,528.00,#N/A
4/9/1980,554.00,#N/A
4/10/1980,526.00,#N/A
4/11/1980,530.50,#N/A
4/14/1980,529.80,#N/A
4/15/1980,497.50,#N/A
4/16/1980,520.00,#N/A
4/17/1980,513.00,#N/A
4/18/1980,515.60,#N/A
4/21/1980,506.00,#N/A
4/22/1980,502.40,#N/A
4/23/1980,506.50,#N/A
4/24/1980,515.70,#N/A
4/25/1980,551.50,#N/A
4/28/1980,524.30,#N/A
4/29/1980,513.80,#N/A
4/30/1980,518.00,#N/A
5/1/1980,490.00,#N/A
5/2/1980,512.50,#N/A
5/5/1980,512.50,#N/A
5/6/1980,512.50,#N/A
5/7/1980,510.00,#N/A
5/8/1980,515.80,#N/A
5/9/1980,508.30,#N/A
5/12/1980,513.30,#N/A
5/13/1980,512.00,#N/A
5/14/1980,525.00,#N/A
5/15/1980,517.00,#N/A
5/16/1980,516.50,#N/A
5/19/1980,513.80,#N/A
5/20/1980,507.80,#N/A
5/21/1980,513.50,#N/A
5/22/1980,501.00,#N/A
5/23/1980,511.30,#N/A
5/26/1980,511.30,#N/A
5/27/1980,514.80,#N/A
5/28/1980,526.50,#N/A
5/29/1980,519.60,#N/A
5/30/1980,535.50,#N/A
6/2/1980,561.50,#N/A
6/3/1980,552.50,#N/A
6/4/1980,571.50,#N/A
6/5/1980,581.80,#N/A
6/6/1980,597.00,#N/A
6/9/1980,623.80,#N/A
6/10/1980,604.00,#N/A
6/11/1980,596.00,#N/A
6/12/1980,590.00,#N/A
6/13/1980,608.40,#N/A
6/16/1980,595.00,#N/A
6/17/1980,591.80,#N/A
6/18/1980,602.50,#N/A
6/19/1980,599.00,#N/A
6/20/1980,602.90,#N/A
6/23/1980,596.50,#N/A
6/24/1980,603.00,#N/A
6/25/1980,622.50,#N/A
6/26/1980,624.50,#N/A
6/27/1980,637.50,#N/A
6/30/1980,653.50,#N/A
7/1/1980,660.00,#N/A
7/2/1980,661.50,#N/A
7/3/1980,663.50,#N/A
7/4/1980,666.50,#N/A
7/7/1980,667.50,#N/A
7/8/1980,687.50,#N/A
7/9/1980,671.00,#N/A
7/10/1980,656.50,#N/A
7/11/1980,667.00,#N/A
7/14/1980,650.00,#N/A
7/15/1980,619.50,#N/A
7/16/1980,624.80,#N/A
7/17/1980,627.30,#N/A
7/18/1980,606.00,#N/A
7/21/1980,617.50,#N/A
7/22/1980,613.00,#N/A
7/23/1980,631.30,#N/A
7/24/1980,643.00,#N/A
7/25/1980,651.80,#N/A
7/28/1980,643.50,#N/A
7/29/1980,646.80,#N/A
7/30/1980,629.00,#N/A
7/31/1980,614.30,#N/A
8/1/1980,622.00,#N/A
8/4/1980,630.80,#N/A
8/5/1980,630.50,#N/A
8/6/1980,627.80,#N/A
8/7/1980,629.50,#N/A
8/8/1980,630.00,#N/A
8/11/1980,617.00,#N/A
8/12/1980,605.00,#N/A
8/13/1980,615.30,#N/A
8/14/1980,626.00,#N/A
8/15/1980,624.50,#N/A
8/18/1980,612.30,#N/A
8/19/1980,624.00,#N/A
8/20/1980,634.80,#N/A
8/21/1980,645.30,#N/A
8/22/1980,639.20,#N/A
8/25/1980,639.20,#N/A
8/26/1980,628.90,#N/A
8/27/1980,633.90,#N/A
8/28/1980,635.30,#N/A
8/29/1980,631.30,#N/A
9/1/1980,628.80,#N/A
9/2/1980,640.00,#N/A
9/3/1980,636.80,#N/A
9/4/1980,647.30,#N/A
9/5/1980,651.00,#N/A
9/8/1980,672.00,#N/A
9/9/1980,670.50,#N/A
9/10/1980,686.50,#N/A
9/11/1980,674.00,#N/A
9/12/1980,685.50,#N/A
9/15/1980,666.50,#N/A
9/16/1980,668.00,#N/A
9/17/1980,673.00,#N/A
9/18/1980,672.00,#N/A
9/19/1980,674.00,#N/A
9/22/1980,710.00,#N/A
9/23/1980,711.00,#N/A
9/24/1980,710.50,#N/A
9/25/1980,697.80,#N/A
9/26/1980,698.80,#N/A
9/29/1980,679.30,#N/A
9/30/1980,666.80,#N/A
10/1/1980,682.00,#N/A
10/2/1980,665.80,#N/A
10/3/1980,660.50,#N/A
10/6/1980,675.50,#N/A
10/7/1980,678.20,#N/A
10/8/1980,677.00,#N/A
10/9/1980,690.00,#N/A
10/10/1980,685.30,#N/A
10/13/1980,679.80,#N/A
10/14/1980,668.50,#N/A
10/15/1980,678.00,#N/A
10/16/1980,674.00,#N/A
10/17/1980,670.50,#N/A
10/20/1980,657.00,#N/A
10/21/1980,652.50,#N/A
10/22/1980,660.00,#N/A
10/23/1980,634.50,#N/A
10/24/1980,633.00,#N/A
10/27/1980,637.30,#N/A
10/28/1980,631.80,#N/A
10/29/1980,644.00,#N/A
10/30/1980,642.50,#N/A
10/31/1980,629.00,#N/A
11/3/1980,640.50,#N/A
11/4/1980,646.00,#N/A
11/5/1980,652.00,#N/A
11/6/1980,632.00,#N/A
11/7/1980,596.00,#N/A
11/10/1980,612.50,#N/A
11/11/1980,598.50,#N/A
11/12/1980,619.50,#N/A
11/13/1980,622.00,#N/A
11/14/1980,612.50,#N/A
11/17/1980,611.80,#N/A
11/18/1980,619.00,#N/A
11/19/1980,629.80,#N/A
11/20/1980,630.50,#N/A
11/21/1980,634.80,#N/A
11/24/1980,631.00,#N/A
11/25/1980,616.30,#N/A
11/26/1980,623.00,#N/A
11/27/1980,622.00,#N/A
11/28/1980,619.80,#N/A
12/1/1980,635.00,#N/A
12/2/1980,627.00,#N/A
12/3/1980,627.30,#N/A
12/4/1980,631.50,#N/A
12/5/1980,617.00,#N/A
12/8/1980,617.30,#N/A
12/9/1980,604.00,#N/A
12/10/1980,579.00,#N/A
12/11/1980,558.00,#N/A
12/12/1980,562.80,#N/A
12/15/1980,579.00,#N/A
12/16/1980,561.00,#N/A
12/17/1980,575.50,#N/A
12/18/1980,573.50,#N/A
12/19/1980,575.00,#N/A
12/22/1980,594.80,#N/A
12/23/1980,602.50,#N/A
12/24/1980,602.50,#N/A
12/25/1980,602.50,#N/A
12/26/1980,602.50,#N/A
12/29/1980,593.80,#N/A
12/30/1980,589.80,#N/A
12/31/1980,589.80,#N/A
1/1/1981,589.80,#N/A
1/2/1981,589.80,#N/A
1/5/1981,597.50,#N/A
1/6/1981,599.30,#N/A
1/7/1981,585.00,#N/A
1/8/1981,574.80,#N/A
1/9/1981,577.80,#N/A
1/12/1981,562.00,#N/A
1/13/1981,562.80,#N/A
1/14/1981,556.50,#N/A
1/15/1981,571.50,#N/A
1/16/1981,560.80,#N/A
1/19/1981,566.80,#N/A
1/20/1981,562.00,#N/A
1/21/1981,578.00,#N/A
1/22/1981,564.00,#N/A
1/23/1981,553.00,#N/A
1/26/1981,528.50,#N/A
1/27/1981,524.00,#N/A
1/28/1981,523.50,#N/A
1/29/1981,493.80,#N/A
1/30/1981,506.50,#N/A
2/2/1981,493.50,#N/A
2/3/1981,486.30,#N/A
2/4/1981,505.00,#N/A
2/5/1981,498.50,#N/A
2/6/1981,500.50,#N/A
2/9/1981,512.50,#N/A
2/10/1981,519.50,#N/A
2/11/1981,501.00,#N/A
2/12/1981,490.30,#N/A
2/13/1981,491.50,#N/A
2/16/1981,490.30,#N/A
2/17/1981,500.80,#N/A
2/18/1981,505.00,#N/A
2/19/1981,503.30,#N/A
2/20/1981,511.50,#N/A
2/23/1981,501.50,#N/A
2/24/1981,503.00,#N/A
2/25/1981,500.50,#N/A
2/26/1981,492.00,#N/A
2/27/1981,489.00,#N/A
3/2/1981,465.50,#N/A
3/3/1981,471.00,#N/A
3/4/1981,465.50,#N/A
3/5/1981,461.50,#N/A
3/6/1981,467.00,#N/A
3/9/1981,474.30,#N/A
3/10/1981,487.30,#N/A
3/11/1981,476.30,#N/A
3/12/1981,478.00,#N/A
3/13/1981,492.00,#N/A
3/16/1981,499.80,#N/A
3/17/1981,493.30,#N/A
3/18/1981,506.00,#N/A
3/19/1981,510.00,#N/A
3/20/1981,516.80,#N/A
3/23/1981,526.00,#N/A
3/24/1981,536.30,#N/A
3/25/1981,528.00,#N/A
3/26/1981,539.50,#N/A
3/27/1981,538.80,#N/A
3/30/1981,526.50,#N/A
3/31/1981,513.80,#N/A
4/1/1981,514.30,#N/A
4/2/1981,519.50,#N/A
4/3/1981,523.00,#N/A
4/6/1981,533.80,#N/A
4/7/1981,514.30,#N/A
4/8/1981,508.50,#N/A
4/9/1981,503.00,#N/A
4/10/1981,493.50,#N/A
4/13/1981,473.80,#N/A
4/14/1981,483.00,#N/A
4/15/1981,476.30,#N/A
4/16/1981,482.50,#N/A
4/17/1981,482.50,#N/A
4/20/1981,482.50,#N/A
4/21/1981,481.00,#N/A
4/22/1981,501.00,#N/A
4/23/1981,488.50,#N/A
4/24/1981,494.50,#N/A
4/27/1981,483.00,#N/A
4/28/1981,482.80,#N/A
4/29/1981,477.30,#N/A
4/30/1981,482.80,#N/A
5/1/1981,487.50,#N/A
5/4/1981,487.50,#N/A
5/5/1981,476.30,#N/A
5/6/1981,482.00,#N/A
5/7/1981,477.80,#N/A
5/8/1981,485.80,#N/A
5/11/1981,493.00,#N/A
5/12/1981,484.00,#N/A
5/13/1981,484.30,#N/A
5/14/1981,476.50,#N/A
5/15/1981,485.00,#N/A
5/18/1981,481.80,#N/A
5/19/1981,481.50,#N/A
5/20/1981,479.80,#N/A
5/21/1981,475.00,#N/A
5/22/1981,472.80,#N/A
5/25/1981,472.80,#N/A
5/26/1981,466.50,#N/A
5/27/1981,466.80,#N/A
5/28/1981,479.00,#N/A
5/29/1981,479.30,#N/A
6/1/1981,483.30,#N/A
6/2/1981,474.00,#N/A
6/3/1981,475.50,#N/A
6/4/1981,462.50,#N/A
6/5/1981,460.00,#N/A
6/8/1981,473.50,#N/A
6/9/1981,460.50,#N/A
6/10/1981,465.30,#N/A
6/11/1981,464.30,#N/A
6/12/1981,472.00,#N/A
6/15/1981,471.80,#N/A
6/16/1981,461.50,#N/A
6/17/1981,461.80,#N/A
6/18/1981,459.00,#N/A
6/19/1981,458.30,#N/A
6/22/1981,462.00,#N/A
6/23/1981,466.50,#N/A
6/24/1981,462.00,#N/A
6/25/1981,446.50,#N/A
6/26/1981,442.00,#N/A
6/29/1981,428.80,#N/A
6/30/1981,426.00,#N/A
7/1/1981,422.00,#N/A
7/2/1981,414.50,#N/A
7/3/1981,414.00,#N/A
7/6/1981,403.80,#N/A
7/7/1981,405.00,#N/A
7/8/1981,397.80,#N/A
7/9/1981,406.30,#N/A
7/10/1981,416.50,#N/A
7/13/1981,413.00,#N/A
7/14/1981,402.30,#N/A
7/15/1981,412.30,#N/A
7/16/1981,418.30,#N/A
7/17/1981,415.00,#N/A
7/20/1981,412.50,#N/A
7/21/1981,406.00,#N/A
7/22/1981,411.50,#N/A
7/23/1981,407.80,#N/A
7/24/1981,407.50,#N/A
7/27/1981,408.80,#N/A
7/28/1981,401.50,#N/A
7/29/1981,401.50,#N/A
7/30/1981,402.30,#N/A
7/31/1981,406.00,#N/A
8/3/1981,392.50,#N/A
8/4/1981,391.30,#N/A
8/5/1981,392.40,#N/A
8/6/1981,393.30,#N/A
8/7/1981,397.30,#N/A
8/10/1981,393.80,#N/A
8/11/1981,401.00,#N/A
8/12/1981,417.50,#N/A
8/13/1981,407.30,#N/A
8/14/1981,413.00,#N/A
8/17/1981,411.50,#N/A
8/18/1981,420.00,#N/A
8/19/1981,431.50,#N/A
8/20/1981,429.00,#N/A
8/21/1981,429.50,#N/A
8/24/1981,422.00,#N/A
8/25/1981,409.80,#N/A
8/26/1981,414.00,#N/A
8/27/1981,411.80,#N/A
8/28/1981,425.00,#N/A
8/31/1981,425.00,#N/A
9/1/1981,421.50,#N/A
9/2/1981,430.00,#N/A
9/3/1981,436.50,#N/A
9/4/1981,439.50,#N/A
9/7/1981,436.50,#N/A
9/8/1981,439.00,#N/A
9/9/1981,436.80,#N/A
9/10/1981,451.50,#N/A
9/11/1981,448.30,#N/A
9/14/1981,451.30,#N/A
9/15/1981,456.00,#N/A
9/16/1981,449.00,#N/A
9/17/1981,459.00,#N/A
9/18/1981,447.00,#N/A
9/21/1981,463.50,#N/A
9/22/1981,462.00,#N/A
9/23/1981,456.50,#N/A
9/24/1981,446.30,#N/A
9/25/1981,450.50,#N/A
9/28/1981,421.50,#N/A
9/29/1981,431.80,#N/A
9/30/1981,428.80,#N/A
10/1/1981,436.80,#N/A
10/2/1981,435.00,#N/A
10/5/1981,441.30,#N/A
10/6/1981,443.00,#N/A
10/7/1981,445.50,#N/A
10/8/1981,443.30,#N/A
10/9/1981,453.50,#N/A
10/12/1981,449.50,#N/A
10/13/1981,443.30,#N/A
10/14/1981,444.30,#N/A
10/15/1981,446.70,#N/A
10/16/1981,443.80,#N/A
10/19/1981,436.70,#N/A
10/20/1981,437.30,#N/A
10/21/1981,429.00,#N/A
10/22/1981,433.80,#N/A
10/23/1981,432.50,#N/A
10/26/1981,426.00,#N/A
10/27/1981,427.40,#N/A
10/28/1981,430.80,#N/A
10/29/1981,424.50,#N/A
10/30/1981,427.00,#N/A
11/2/1981,430.00,#N/A
11/3/1981,428.30,#N/A
11/4/1981,431.30,#N/A
11/5/1981,428.50,#N/A
11/6/1981,428.30,#N/A
11/9/1981,429.80,#N/A
11/10/1981,418.50,#N/A
11/11/1981,412.00,#N/A
11/12/1981,411.50,#N/A
11/13/1981,412.50,#N/A
11/16/1981,404.30,#N/A
11/17/1981,398.80,#N/A
11/18/1981,403.80,#N/A
11/19/1981,401.00,#N/A
11/20/1981,401.50,#N/A
11/23/1981,396.80,#N/A
11/24/1981,399.30,#N/A
11/25/1981,409.50,#N/A
11/26/1981,409.50,#N/A
11/27/1981,411.50,#N/A
11/30/1981,414.50,#N/A
12/1/1981,402.50,#N/A
12/2/1981,406.80,#N/A
12/3/1981,416.50,#N/A
12/4/1981,426.00,#N/A
12/7/1981,416.80,#N/A
12/8/1981,415.30,#N/A
12/9/1981,410.30,#N/A
12/10/1981,405.50,#N/A
12/11/1981,409.80,#N/A
12/14/1981,417.50,#N/A
12/15/1981,413.30,#N/A
12/16/1981,416.80,#N/A
12/17/1981,416.30,#N/A
12/18/1981,415.80,#N/A
12/21/1981,410.50,#N/A
12/22/1981,399.60,#N/A
12/23/1981,400.40,#N/A
12/24/1981,400.40,#N/A
12/25/1981,400.40,#N/A
12/28/1981,400.40,#N/A
12/29/1981,395.00,#N/A
12/30/1981,397.50,#N/A
12/31/1981,397.50,#N/A
1/1/1982,397.50,#N/A
1/4/1982,395.00,#N/A
1/5/1982,403.50,#N/A
1/6/1982,401.50,#N/A
1/7/1982,396.50,#N/A
1/8/1982,400.30,#N/A
1/11/1982,388.30,#N/A
1/12/1982,389.00,#N/A
1/13/1982,380.00,#N/A
1/14/1982,374.80,#N/A
1/15/1982,379.30,#N/A
1/18/1982,373.80,#N/A
1/19/1982,375.30,#N/A
1/20/1982,371.50,#N/A
1/21/1982,376.00,#N/A
1/22/1982,377.30,#N/A
1/25/1982,372.00,#N/A
1/26/1982,376.50,#N/A
1/27/1982,381.80,#N/A
1/28/1982,383.50,#N/A
1/29/1982,387.00,#N/A
2/1/1982,379.50,#N/A
2/2/1982,379.20,#N/A
2/3/1982,378.00,#N/A
2/4/1982,383.80,#N/A
2/5/1982,384.30,#N/A
2/8/1982,379.80,#N/A
2/9/1982,378.50,#N/A
2/10/1982,382.20,#N/A
2/11/1982,380.00,#N/A
2/12/1982,377.50,#N/A
2/15/1982,375.30,#N/A
2/16/1982,375.30,#N/A
2/17/1982,374.00,#N/A
2/18/1982,369.30,#N/A
2/19/1982,369.30,#N/A
2/22/1982,364.30,#N/A
2/23/1982,361.00,#N/A
2/24/1982,362.80,#N/A
2/25/1982,366.50,#N/A
2/26/1982,362.60,#N/A
3/1/1982,361.30,#N/A
3/2/1982,361.30,#N/A
3/3/1982,353.80,#N/A
3/4/1982,346.50,#N/A
3/5/1982,342.40,#N/A
3/8/1982,330.50,#N/A
3/9/1982,329.30,#N/A
3/10/1982,333.00,#N/A
3/11/1982,331.80,#N/A
3/12/1982,323.30,#N/A
3/15/1982,312.00,#N/A
3/16/1982,324.50,#N/A
3/17/1982,316.00,#N/A
3/18/1982,320.00,#N/A
3/19/1982,315.80,#N/A
3/22/1982,320.80,#N/A
3/23/1982,329.30,#N/A
3/24/1982,331.80,#N/A
3/25/1982,327.80,#N/A
3/26/1982,322.30,#N/A
3/29/1982,318.50,#N/A
3/30/1982,324.30,#N/A
3/31/1982,320.00,#N/A
4/1/1982,327.00,#N/A
4/2/1982,327.80,#N/A
4/5/1982,337.50,#N/A
4/6/1982,345.50,#N/A
4/7/1982,354.00,#N/A
4/8/1982,351.50,#N/A
4/9/1982,351.50,#N/A
4/12/1982,351.50,#N/A
4/13/1982,353.50,#N/A
4/14/1982,366.80,#N/A
4/15/1982,363.30,#N/A
4/16/1982,362.80,#N/A
4/19/1982,357.00,#N/A
4/20/1982,343.00,#N/A
4/21/1982,346.80,#N/A
4/22/1982,345.00,#N/A
4/23/1982,352.30,#N/A
4/26/1982,357.00,#N/A
4/27/1982,351.80,#N/A
4/28/1982,354.50,#N/A
4/29/1982,348.80,#N/A
4/30/1982,361.30,#N/A
5/3/1982,361.30,#N/A
5/4/1982,341.80,#N/A
5/5/1982,338.40,#N/A
